utc_timestamp,Actual_Load,Predicted_Load_All_Features,Predicted_Load_Load_Only
2019-08-09 09:00:00+00:00,7751.000000000001,7864.842144427674,7783.760073154163
2019-08-09 10:00:00+00:00,7496.0,7827.400634010761,7790.102169312836
2019-08-09 11:00:00+00:00,7301.000000000001,7543.765785206944,7563.991739381745
2019-08-09 12:00:00+00:00,7224.000000000001,7300.879311995453,7371.996954549952
2019-08-09 13:00:00+00:00,7164.000000000001,7165.9279394692985,7291.35625467683
2019-08-09 14:00:00+00:00,7212.0,7040.057071674673,7218.585979809475
2019-08-09 15:00:00+00:00,7332.0,7019.422356432225,7250.039699287768
2019-08-09 16:00:00+00:00,7374.000000000001,7059.325738892468,7311.6112861931915
2019-08-09 17:00:00+00:00,7013.0,7000.926091527616,7249.561189074281
2019-08-09 18:00:00+00:00,6820.999999999999,6646.899633124102,6915.840484962546
2019-08-09 19:00:00+00:00,6582.000000000001,6531.543502912837,6691.062421420179
2019-08-09 20:00:00+00:00,6249.000000000001,6320.419476433599,6442.148922263284
2019-08-09 21:00:00+00:00,5747.000000000001,5971.323856754178,6056.797513971518
2019-08-09 22:00:00+00:00,5462.999999999999,5553.453116882597,5614.00161416576
2019-08-09 23:00:00+00:00,5143.0,5308.066616810756,5313.337557870506
2019-08-10 00:00:00+00:00,4988.0,4943.327653671967,5043.11502332351
2019-08-10 01:00:00+00:00,4780.0,4861.807171447437,4886.687520139461
2019-08-10 02:00:00+00:00,4774.0,4779.57783895665,4734.742443112727
2019-08-10 03:00:00+00:00,4971.0,4920.207886525934,4813.126220550136
2019-08-10 04:00:00+00:00,5328.0,5262.155909125168,5091.372958385637
2019-08-10 05:00:00+00:00,5925.000000000001,5662.013122980841,5531.894366463124
2019-08-10 06:00:00+00:00,6373.000000000002,6201.867672244761,6091.441364572161
2019-08-10 07:00:00+00:00,6644.0,6582.293719251901,6487.311796378738
2019-08-10 08:00:00+00:00,6772.0,6779.761718477239,6700.643807459315
2019-08-10 09:00:00+00:00,6893.0,6859.671448516121,6814.760046370587
2019-08-10 10:00:00+00:00,6724.000000000001,6857.152112701669,6837.432008320173
2019-08-10 11:00:00+00:00,6566.000000000001,6666.973441307929,6676.325824673322
2019-08-10 12:00:00+00:00,6519.0,6490.582105932952,6546.628306145361
2019-08-10 13:00:00+00:00,6506.000000000001,6439.097934672359,6516.390976260624
2019-08-10 14:00:00+00:00,6545.000000000002,6411.208755958208,6507.015430898091
2019-08-10 15:00:00+00:00,6682.0,6492.705565784757,6556.494191612521
2019-08-10 16:00:00+00:00,6618.000000000001,6501.3034912004505,6624.289178879661
2019-08-10 17:00:00+00:00,6296.000000000001,6370.709979734725,6483.943750204769
2019-08-10 18:00:00+00:00,6142.0,6057.125875701009,6219.129228687212
2019-08-10 19:00:00+00:00,5847.0,5863.385210110262,6045.793780072938
2019-08-10 20:00:00+00:00,5662.0,5575.624736312635,5774.772355861969
2019-08-10 21:00:00+00:00,5200.0,5345.44208224586,5514.824377439843
2019-08-10 22:00:00+00:00,4938.0,4962.217454318959,5111.790462001328
2019-08-10 23:00:00+00:00,4650.0,4731.9958873127025,4839.745630336192
2019-08-11 00:00:00+00:00,4575.0,4509.769223554243,4594.601827312647
2019-08-11 01:00:00+00:00,4451.0,4480.026434531607,4489.31936183113
2019-08-11 02:00:00+00:00,4413.0,4448.338519273647,4389.071299859336
2019-08-11 03:00:00+00:00,4520.0,4526.107515774103,4395.785121396448
2019-08-11 04:00:00+00:00,4683.0,4721.558588746432,4534.22925247686
2019-08-11 05:00:00+00:00,5184.0,4995.344354537556,4778.301357418953
2019-08-11 06:00:00+00:00,5530.0,5498.088606086038,5247.636029725476
2019-08-11 07:00:00+00:00,5790.0,5763.040900630176,5567.007692749579
2019-08-11 08:00:00+00:00,5940.0,5964.428041309929,5808.880696198893
2019-08-11 09:00:00+00:00,6029.000000000002,6053.687615142057,5945.02362141738
2019-08-11 10:00:00+00:00,5831.0,6030.315474150692,5962.256705611382
2019-08-11 11:00:00+00:00,5664.0,5781.643183733041,5782.822193006734
2019-08-11 12:00:00+00:00,5442.0,5574.410752386832,5638.40529999625
2019-08-11 13:00:00+00:00,5414.0,5328.158449996942,5468.859934131845
2019-08-11 14:00:00+00:00,5494.0,5253.211877110014,5456.88564664622
2019-08-11 15:00:00+00:00,5756.000000000002,5309.974164550818,5560.478060089817
2019-08-11 16:00:00+00:00,5974.000000000001,5499.722821684293,5790.815087495035
2019-08-11 17:00:00+00:00,5998.000000000001,5622.90930722805,5916.215719889993
2019-08-11 18:00:00+00:00,6052.0,5643.538780173668,5935.874802640441
2019-08-11 19:00:00+00:00,5917.000000000001,5718.9797358667065,5945.182856469071
2019-08-11 20:00:00+00:00,5840.000000000001,5598.0964501989,5812.527365136842
2019-08-11 21:00:00+00:00,5472.0,5468.077656678684,5632.537469963345
2019-08-11 22:00:00+00:00,5197.0,5168.961654111385,5298.402523413637
2019-08-11 23:00:00+00:00,4905.0,4943.073376167425,5023.1070552532055
2019-08-12 00:00:00+00:00,4777.0,4912.756786364607,4784.177794728976
2019-08-12 01:00:00+00:00,4686.0,4848.197411903118,4656.738259437071
2019-08-12 02:00:00+00:00,4816.0,4845.404779950296,4614.059061720115
2019-08-12 03:00:00+00:00,5387.0,5088.4671863977455,4825.2393855940145
2019-08-12 04:00:00+00:00,6306.0,5709.03084247712,5429.588158335084
2019-08-12 05:00:00+00:00,7184.000000000002,6614.914950888593,6309.244677956327
2019-08-12 06:00:00+00:00,7685.000000000001,7371.039728540641,7067.50799569642
2019-08-12 07:00:00+00:00,7915.000000000001,7790.467664683569,7495.192676697873
2019-08-12 08:00:00+00:00,8071.000000000002,7996.00915833068,7698.092475181824
2019-08-12 09:00:00+00:00,8201.0,8125.185023725103,7855.888204849656
2019-08-12 10:00:00+00:00,8073.000000000001,8133.773949322364,7900.622690321449
2019-08-12 11:00:00+00:00,8045.0,7933.623548711154,7784.897482569952
2019-08-12 12:00:00+00:00,7986.000000000001,7866.965086060827,7733.762601628172
2019-08-12 13:00:00+00:00,7904.000000000001,7822.739533429556,7684.159448102519
2019-08-12 14:00:00+00:00,7813.0,7655.187221932651,7622.45735524282
2019-08-12 15:00:00+00:00,7800.999999999999,7556.576729032025,7577.514249292965
2019-08-12 16:00:00+00:00,7776.000000000001,7574.975163566755,7575.134055601482
2019-08-12 17:00:00+00:00,7389.0,7454.584809814763,7496.6126227934365
2019-08-12 18:00:00+00:00,7050.000000000002,7089.069155655208,7173.250191523201
2019-08-12 19:00:00+00:00,6590.0,6771.9020737941855,6860.214252149836
2019-08-12 20:00:00+00:00,6274.000000000001,6332.630003758401,6451.809060625532
2019-08-12 21:00:00+00:00,5792.0,5979.247917547668,6081.122105260579
2019-08-12 22:00:00+00:00,5628.000000000001,5582.782561623076,5656.992016064322
2019-08-12 23:00:00+00:00,5245.999999999999,5418.916219348021,5445.901460869419
2019-08-13 00:00:00+00:00,5072.0,5129.100063055015,5133.184290174313
2019-08-13 01:00:00+00:00,4954.0,5039.706938780441,4968.4588270036265
2019-08-13 02:00:00+00:00,5036.0,5044.977289248831,4909.7300621576
2019-08-13 03:00:00+00:00,5541.0,5294.410229019345,5116.672107895257
2019-08-13 04:00:00+00:00,6388.0,5955.797087842483,5744.009515407689
2019-08-13 05:00:00+00:00,7239.0,6870.561313225156,6608.359799727869
2019-08-13 06:00:00+00:00,7737.000000000001,7664.488273875382,7361.11247247322
2019-08-13 07:00:00+00:00,7909.000000000001,8121.160028655507,7789.048425818649
2019-08-13 08:00:00+00:00,8088.0,8289.717537164777,7960.066571725562
2019-08-13 09:00:00+00:00,8217.0,8428.24463439924,8112.738318808785
2019-08-13 10:00:00+00:00,8013.000000000001,8415.306955311518,8141.482299607623
2019-08-13 11:00:00+00:00,7947.000000000001,8223.759457074495,7959.642035363499
2019-08-13 12:00:00+00:00,7772.0,8068.671402390698,7874.530715572137
2019-08-13 13:00:00+00:00,7703.0,7860.122423732092,7727.628621011723
2019-08-13 14:00:00+00:00,7583.0,7741.773225742548,7658.391414771434
2019-08-13 15:00:00+00:00,7549.000000000001,7585.808057153867,7584.5520473315155
2019-08-13 16:00:00+00:00,7529.0,7492.991874101382,7549.649677245641
2019-08-13 17:00:00+00:00,7160.0,7359.7158566253875,7421.610342799712
2019-08-13 18:00:00+00:00,6946.000000000001,6991.5159246809835,7083.420113232071
2019-08-13 19:00:00+00:00,6540.0,6733.131338945701,6836.679217622796
2019-08-13 20:00:00+00:00,6187.000000000001,6288.129288823526,6443.757367174808
2019-08-13 21:00:00+00:00,5742.000000000001,5943.317994763658,6049.890007940401
2019-08-13 22:00:00+00:00,5462.0,5594.995260107105,5660.5647397189405
2019-08-13 23:00:00+00:00,5092.0,5336.020677252645,5361.048139124296
2019-08-14 00:00:00+00:00,4952.0,5073.666162728575,5053.203256151573
2019-08-14 01:00:00+00:00,4816.0,5005.713951272285,4912.376334926874
2019-08-14 02:00:00+00:00,4938.0,4982.818531184667,4844.885561182421
2019-08-14 03:00:00+00:00,5436.0,5263.234651949287,5075.59140006419
2019-08-14 04:00:00+00:00,6345.000000000001,5908.325730705633,5679.127533152265
2019-08-14 05:00:00+00:00,7244.000000000002,6840.160065920569,6573.852513705609
2019-08-14 06:00:00+00:00,7622.0,7662.408196409279,7351.1079542170055
2019-08-14 07:00:00+00:00,7616.0,7989.226308894227,7687.767223401084
2019-08-14 08:00:00+00:00,7598.000000000001,7999.287543126694,7742.756289277019
2019-08-14 09:00:00+00:00,7645.000000000002,7979.466461875626,7755.806069308227
2019-08-14 10:00:00+00:00,7473.000000000002,7920.7511709742885,7735.343013263148
2019-08-14 11:00:00+00:00,7406.0,7714.954443671878,7586.445064223331
2019-08-14 12:00:00+00:00,7339.000000000001,7592.87016673892,7508.070355776565
2019-08-14 13:00:00+00:00,7283.0,7469.979614624668,7457.093107032628
